X,Y,altitud,pendiente,distancia_sitios_nuevos,distancia_mincul,presencia_sitio_nuevo,presencia_total_rec
343575.0,8556625.0,11.0,1.3084424,4361.335804544291,1466.714014387263,0,0
343575.0,8556875.0,11.0,0.92528886,4571.241625641768,1605.0700919274525,0,0
343575.0,8557125.0,13.0,3.9198825,4785.002612329486,1707.7031357938065,0,0
343575.0,8557375.0,12.0,1.3084424,5002.124548629312,1521.9231255224424,0,0
343575.0,8557625.0,12.0,0.92528886,4861.187865871408,1347.6831971943554,0,0
343575.0,8557875.0,12.0,2.6155214,4726.437608526724,1200.5207203542968,0,0
343575.0,8558125.0,10.0,2.0682898,4601.334313793796,1091.4439976471538,0,0
343575.0,8558375.0,9.0,3.3327029,4486.685019844455,1032.5938214031692,0,0
343575.0,8558625.0,9.0,2.9237342,4383.310103939379,1032.5938214031692,0,0
343575.0,8558875.0,9.0,0.92528886,4292.024285497166,995.6153875869938,0,0
343575.0,8559125.0,11.0,3.3327029,4213.613350474609,860.9587678861283,0,0
343575.0,8559375.0,27.0,15.528904,4148.807354806713,785.0159234053791,0,0
343575.0,8559625.0,69.0,7.0121818,4098.251757432514,785.0159234053791,0,0
343575.0,8559875.0,75.0,7.1893945,4062.478611303584,860.9587678861283,0,0
343575.0,8560125.0,79.0,17.901226,4041.880437036641,995.6153875869938,0,0
343575.0,8560375.0,60.0,9.741837,4036.6895430909617,1168.866972756096,0,0
343575.0,8560625.0,48.0,15.946536,4046.965216962005,1366.1076092314252,0,0
343575.0,8560875.0,67.0,21.001732,4072.59038786136,1578.3694117664595,0,0
343575.0,8561125.0,108.0,2.9237342,4113.278189874975,1800.3471887388832,0,0
343575.0,8561375.0,124.0,6.643006,4168.587586617505,2028.8543565273485,0,0
343575.0,8561625.0,113.0,11.857565,4237.94613784814,2261.9129072535043,0,0
343575.0,8561875.0,112.0,17.148108,4320.677315803898,2498.2493870708745,0,0
343575.0,8562125.0,56.0,8.711079,4416.029604441391,2673.2470892156603,0,0
343575.0,8562375.0,40.0,1.3084424,4523.204888936957,2787.696181437281,0,0
343575.0,8562625.0,44.0,3.3327029,4641.3842188838025,2919.1180174840483,0,0
343575.0,8562875.0,58.0,6.4501977,4707.042595940683,3065.330324777413,0,0
343575.0,8563125.0,74.0,11.891598,4461.642074393687,3224.32163408057,0,0
343575.0,8563375.0,94.0,7.5861483,4216.78194835825,3394.296687091451,0,0
343575.0,8563625.0,111.0,15.528904,3972.562145517676,3573.688570650778,0,0
343575.0,8563875.0,100.0,5.3799167,3729.108472544074,3761.150090065538,0,0
343575.0,8564125.0,122.0,14.623752,3486.5814202453384,3955.5340979442967,0,0
343575.0,8564375.0,118.0,3.6963406,3245.1887464367924,4155.869343470749,0,0
343575.0,8564625.0,139.0,1.3084424,3005.203820042827,4361.335804544291,0,0
343575.0,8564875.0,197.0,21.665733,2766.992952647332,4571.241625641768,0,0
343575.0,8565125.0,239.0,24.992039,2531.0570914145733,4785.002612329486,0,0
343575.0,8565375.0,223.0,20.020596,2298.09703885628,5002.124548629312,0,0
343575.0,8565625.0,232.0,5.904267,2069.118169655856,5222.188238660112,0,0
343575.0,8565875.0,301.0,14.516029,1845.602882529175,5444.837003988274,0,0
